car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_squared,km_per_year,power_per_cc,mileage_per_hp,age_km_interaction,engine_power_interaction,engine_category,brand_group,brand_model
Maruti Swift Dzire,Maruti,Swift Dzire,7,80000,Dealer,Petrol,Manual,19.0,1197,85.8,5,310000,49,10000.0,0.07161936560934891,0.21889400921658986,560000,102702.59999999999,Small,Mass Market,Maruti_Swift Dzire
Volkswagen Polo,Volkswagen,Polo,6,52752,Dealer,Petrol,Manual,18.78,1198,74.0,5,390000,36,7536.0,0.061718098415346125,0.2504,316512,88652.0,Small,Mass Market,Volkswagen_Polo
Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,625000,9,10000.0,0.0682804674457429,0.2561594202898551,120000,97914.59999999999,Small,Mass Market,Maruti_Swift Dzire
Hyundai Verna,Hyundai,Verna,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,650000,49,11125.0,0.07979785217940619,0.175306314797361,623000,199838.24,Mid,Mass Market,Hyundai_Verna
Maruti Swift,Maruti,Swift,5,55000,Dealer,Diesel,Manual,25.2,1248,74.0,5,410000,25,9166.666666666666,0.059247397918334666,0.33599999999999997,275000,92352.0,Small,Mass Market,Maruti_Swift
Maruti Swift Dzire,Maruti,Swift Dzire,6,57000,Dealer,Petrol,Manual,21.21,1197,81.8,5,460000,36,8142.857142857143,0.0682804674457429,0.2561594202898551,342000,97914.59999999999,Small,Mass Market,Maruti_Swift Dzire
Honda City,Honda,City,14,42000,Dealer,Petrol,Manual,17.7,1497,78.0,5,165000,196,2800.0,0.0520694259012016,0.2240506329113924,588000,116766.0,Small,Mass Market,Honda_City
Ford Ecosport,Ford,Ecosport,6,42000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,650000,36,6000.0,0.08062124248496993,0.12079875092448024,252000,180552.24,Small,Mass Market,Ford_Ecosport
Datsun GO,Datsun,GO,6,45000,Dealer,Petrol,Manual,19.02,1198,67.05,5,250000,36,6428.571428571428,0.05592160133444537,0.27950036737692874,270000,80325.9,Small,Mass Market,Datsun_GO
Maruti Wagon R,Maruti,Wagon R,5,77950,Dealer,CNG,Manual,26.6,998,58.16,5,340000,25,12991.666666666666,0.058218218218218216,0.44962812711291417,389750,58043.67999999999,Small,Mass Market,Maruti_Wagon R
Honda City,Honda,City,2,16000,Dealer,Petrol,Manual,17.4,1497,117.3,5,1090000,4,5333.333333333333,0.07830440587449933,0.147083685545224,32000,175598.1,Small,Mass Market,Honda_City
Mahindra Thar,Mahindra,Thar,6,64000,Dealer,Diesel,Manual,16.55,2498,105.0,7,750000,36,9142.857142857143,0.04201680672268908,0.1561320754716981,384000,262290.0,Mid,Mass Market,Mahindra_Thar
BMW 5,BMW,5,9,69000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,1350000,81,6900.0,0.08867735470941884,0.10382022471910113,621000,353115.0,Mid,Luxury,BMW_5
Toyota Fortuner,Toyota,Fortuner,7,61000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1680000,49,7625.0,0.05648675829701642,0.07404129793510325,427000,502467.0,Large,Mass Market,Toyota_Fortuner
Maruti Swift Dzire,Maruti,Swift Dzire,7,45000,Dealer,Petrol,Manual,19.1,1197,85.8,5,420000,49,5625.0,0.07161936560934891,0.22004608294930877,315000,102702.59999999999,Small,Mass Market,Maruti_Swift Dzire
Hyundai i20,Hyundai,i20,6,48300,Dealer,Diesel,Manual,22.54,1396,88.73,5,485000,36,6900.0,0.06351467430207589,0.2511980385601248,289800,123867.08,Small,Mass Market,Hyundai_i20
Maruti Ciaz,Maruti,Ciaz,4,47000,Dealer,Diesel,Manual,28.09,1248,88.5,5,700000,16,9400.0,0.07085668534827862,0.31385474860335194,188000,110448.0,Small,Mass Market,Maruti_Ciaz
Maruti Swift Dzire,Maruti,Swift Dzire,3,9313,Dealer,Petrol,Automatic,21.21,1197,81.8,5,745000,9,2328.25,0.0682804674457429,0.2561594202898551,27939,97914.59999999999,Small,Mass Market,Maruti_Swift Dzire
Honda City,Honda,City,10,58568,Dealer,Petrol,Manual,16.8,1497,116.4,5,350000,100,5324.363636363636,0.07770360480640855,0.14310051107325383,585680,174250.80000000002,Small,Mass Market,Honda_City
Honda Amaze,Honda,Amaze,2,68000,Dealer,Diesel,Automatic,21.0,1498,78.9,5,800000,4,22666.666666666668,0.05263509006004003,0.26282853566958697,136000,118192.20000000001,Small,Mass Market,Honda_Amaze
Honda Civic,Honda,Civic,10,70000,Individual,Petrol,Manual,14.8,1799,130.2,5,400000,100,6363.636363636364,0.07233333333333333,0.1128048780487805,700000,234229.8,Mid,Mass Market,Honda_Civic
Maruti Swift,Maruti,Swift,8,50000,Dealer,Diesel,Manual,22.9,1248,74.0,5,350000,64,5555.555555555556,0.059247397918334666,0.3053333333333333,400000,92352.0,Small,Mass Market,Maruti_Swift
Maruti Ertiga,Maruti,Ertiga,9,70000,Dealer,Petrol,Manual,16.02,1373,93.7,7,425000,81,7000.0,0.06819505094614266,0.16916578669482576,630000,128650.1,Small,Mass Market,Maruti_Ertiga
Volkswagen Polo,Volkswagen,Polo,6,65869,Dealer,Petrol,Manual,16.2,1199,74.0,5,465000,36,9409.857142857143,0.06166666666666667,0.216,395214,88726.0,Small,Mass Market,Volkswagen_Polo
Honda City,Honda,City,5,50000,Individual,Petrol,Manual,17.8,1497,117.3,5,660000,25,8333.333333333334,0.07830440587449933,0.15046491969568893,250000,175598.1,Small,Mass Market,Honda_City
Maruti Wagon R,Maruti,Wagon R,7,51000,Dealer,CNG,Manual,32.52,998,58.33,5,245000,49,6375.0,0.05838838838838838,0.5481206809371314,357000,58213.34,Small,Mass Market,Maruti_Wagon R
Maruti Swift Dzire,Maruti,Swift Dzire,12,68000,Dealer,Petrol,Manual,17.5,1298,85.8,5,210000,144,5230.7692307692305,0.06605080831408776,0.20161290322580647,816000,111368.4,Small,Mass Market,Maruti_Swift Dzire
Honda City,Honda,City,6,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,36,9000.0,0.0657771847898599,0.26104417670682734,378000,147702.8,Small,Mass Market,Honda_City
Hyundai Grand,Hyundai,Grand,4,32891,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000,16,6578.2,0.06844741235392321,0.22771084337349395,131564,98154.0,Small,Mass Market,Hyundai_Grand
Mahindra Scorpio,Mahindra,Scorpio,5,51000,Dealer,Diesel,Manual,15.4,1997,120.0,7,960000,25,8500.0,0.06006006006006006,0.1272727272727273,255000,239640.0,Mid,Mass Market,Mahindra_Scorpio
Honda CR-V,Honda,CR-V,6,80000,Dealer,Petrol,Automatic,13.7,1997,153.86,5,1375000,36,11428.57142857143,0.07700700700700701,0.08846700245382925,480000,307258.42000000004,Mid,Mass Market,Honda_CR-V
Hyundai Creta,Hyundai,Creta,5,72000,Dealer,Diesel,Manual,19.67,1582,126.2,5,825000,25,12000.0,0.07972204674668351,0.15463836477987422,360000,199648.4,Mid,Mass Market,Hyundai_Creta
Maruti Baleno,Maruti,Baleno,4,23000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000,16,4600.0,0.06936560934891485,0.2544589774078478,92000,99470.7,Small,Mass Market,Maruti_Baleno
Renault Duster,Renault,Duster,8,58000,Dealer,Diesel,Manual,19.01,1461,108.45,5,415000,64,6444.444444444444,0.07417920656634747,0.17368661489264506,464000,158445.45,Small,Mass Market,Renault_Duster
Jaguar XF,Jaguar,XF,8,66000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,1750000,64,7333.333333333333,0.08610091743119265,0.0866984631690514,528000,408998.3,Mid,Luxury,Jaguar_XF
Honda City,Honda,City,15,57526,Dealer,Petrol,Manual,13.0,1343,90.0,5,90000,225,3595.375,0.06696428571428571,0.14285714285714285,862890,120870.0,Small,Mass Market,Honda_City
Toyota Innova,Toyota,Innova,3,48000,Dealer,Petrol,Automatic,10.75,2694,163.7,7,1790000,9,12000.0,0.06074211502782931,0.0652701882210079,144000,441007.8,Large,Mass Market,Toyota_Innova
BMW 3,BMW,3,12,74000,Dealer,Petrol,Automatic,12.05,1995,154.0,5,565000,144,5692.307692307692,0.07715430861723446,0.07774193548387097,888000,307230.0,Mid,Luxury,BMW_3
Maruti Swift,Maruti,Swift,1,35000,Dealer,Petrol,Manual,22.0,1197,81.8,5,575000,1,17500.0,0.0682804674457429,0.26570048309178745,35000,97914.59999999999,Small,Mass Market,Maruti_Swift
Honda City,Honda,City,10,39000,Dealer,Petrol,Manual,17.0,1497,118.0,5,349000,100,3545.4545454545455,0.0787716955941255,0.14285714285714285,390000,176646.0,Small,Mass Market,Honda_City
Mahindra XUV500,Mahindra,XUV500,6,58000,Dealer,Diesel,Manual,16.0,2179,140.0,7,790000,36,8285.714285714286,0.06422018348623854,0.11347517730496454,348000,305060.0,Mid,Mass Market,Mahindra_XUV500
Ford Figo,Ford,Figo,8,76091,Dealer,Diesel,Manual,20.0,1399,68.05,5,245000,64,8454.555555555555,0.048607142857142856,0.28964518464880523,608728,95201.95,Small,Mass Market,Ford_Figo
Maruti Alto,Maruti,Alto,5,30265,Dealer,CNG,Manual,30.46,796,47.3,5,295000,25,5044.166666666667,0.059347553324968626,0.6306418219461698,151325,37650.799999999996,Small,Mass Market,Maruti_Alto
Toyota Innova,Toyota,Innova,9,39000,Dealer,Diesel,Manual,12.99,2494,100.0,7,650000,81,3900.0,0.04008016032064128,0.12861386138613862,351000,249400.0,Mid,Mass Market,Toyota_Innova
Honda Jazz,Honda,Jazz,9,40383,Dealer,Petrol,Manual,16.7,1198,88.8,5,325000,81,4038.3,0.07406171809841534,0.18596881959910913,363447,106382.4,Small,Mass Market,Honda_Jazz
Honda City,Honda,City,10,70778,Dealer,Petrol,Manual,17.0,1497,118.0,5,360000,100,6434.363636363636,0.0787716955941255,0.14285714285714285,707780,176646.0,Small,Mass Market,Honda_City
Maruti Baleno,Maruti,Baleno,3,32000,Dealer,Diesel,Manual,27.39,1248,74.0,5,615000,9,8000.0,0.059247397918334666,0.3652,96000,92352.0,Small,Mass Market,Maruti_Baleno
Skoda Superb,Skoda,Superb,7,32000,Dealer,Petrol,Manual,13.1,1798,157.75,5,950000,49,4000.0,0.0876876042245692,0.08251968503937007,224000,283634.5,Mid,Mass Market,Skoda_Superb
Maruti Swift Dzire,Maruti,Swift Dzire,5,39000,Dealer,Petrol,Manual,22.0,1197,81.8,5,495000,25,6500.0,0.0682804674457429,0.26570048309178745,195000,97914.59999999999,Small,Mass Market,Maruti_Swift Dzire
Honda City,Honda,City,6,58000,Dealer,Petrol,Manual,17.8,1497,117.3,5,620000,36,8285.714285714286,0.07830440587449933,0.15046491969568893,348000,175598.1,Small,Mass Market,Honda_City
Hyundai Verna,Hyundai,Verna,3,11500,Dealer,Petrol,Manual,17.43,1396,105.5,5,825000,9,2875.0,0.07551896921975662,0.1636619718309859,34500,147278.0,Small,Mass Market,Hyundai_Verna
Maruti Alto,Maruti,Alto,11,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000,121,3333.3333333333335,0.05809284818067754,0.4164904862579281,440000,36854.799999999996,Small,Mass Market,Maruti_Alto
Toyota Innova,Toyota,Innova,4,52000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000,16,10400.0,0.06161654135338346,0.09211500909029695,208000,352991.43,Mid,Mass Market,Toyota_Innova
Ford Ecosport,Ford,Ecosport,5,53620,Trustmark Dealer,Petrol,Manual,15.85,1499,110.4,5,580000,25,8936.666666666666,0.0736,0.14228007181328545,268100,165489.6,Small,Mass Market,Ford_Ecosport
Maruti Ciaz,Maruti,Ciaz,6,84000,Dealer,Diesel,Manual,26.21,1248,88.5,5,550000,36,12000.0,0.07085668534827862,0.29284916201117317,504000,110448.0,Small,Mass Market,Maruti_Ciaz
Hyundai i20,Hyundai,i20,3,69000,Dealer,Diesel,Manual,22.54,1396,88.73,5,660000,9,17250.0,0.06351467430207589,0.2511980385601248,207000,123867.08,Small,Mass Market,Hyundai_i20
Maruti Swift Dzire,Maruti,Swift Dzire,9,48059,Dealer,Diesel,Manual,19.3,1248,73.9,5,353000,81,4805.9,0.05916733386709368,0.2576769025367156,432531,92227.20000000001,Small,Mass Market,Maruti_Swift Dzire
Hyundai Santro,Hyundai,Santro,12,63000,Dealer,Petrol,Manual,17.92,1086,62.1,5,125000,144,4846.153846153846,0.05712971481140754,0.2839936608557845,756000,67440.6,Small,Mass Market,Hyundai_Santro
Maruti Ciaz,Maruti,Ciaz,3,49000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,811000,9,12250.0,0.0663027656477438,0.20760043431053204,147000,125080.29999999999,Small,Mass Market,Maruti_Ciaz
Maruti Baleno,Maruti,Baleno,3,39000,Dealer,Petrol,Manual,21.4,1197,83.1,5,600000,9,9750.0,0.06936560934891485,0.2544589774078478,117000,99470.7,Small,Mass Market,Maruti_Baleno
Hyundai Grand,Hyundai,Grand,4,46000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,470000,16,9200.0,0.068330550918197,0.2280955829109341,184000,97986.42,Small,Mass Market,Hyundai_Grand
BMW 3,BMW,3,5,69000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,2100000,25,11500.0,0.09519038076152304,0.11879581151832462,345000,379050.0,Mid,Luxury,BMW_3
Maruti Ciaz,Maruti,Ciaz,5,52000,Dealer,Diesel,Manual,28.09,1248,88.5,5,615000,25,8666.666666666666,0.07085668534827862,0.31385474860335194,260000,110448.0,Small,Mass Market,Maruti_Ciaz
Hyundai i10,Hyundai,i10,8,44000,Individual,Petrol,Manual,19.81,1086,68.05,5,230000,64,4888.888888888889,0.06260349586016559,0.28689355539464156,352000,73902.3,Small,Mass Market,Hyundai_i10
Maruti Wagon R,Maruti,Wagon R,9,69000,Dealer,Petrol,Manual,21.79,998,67.05,5,300000,81,6900.0,0.06711711711711711,0.32020573108008815,621000,66915.9,Small,Mass Market,Maruti_Wagon R
Toyota Innova,Toyota,Innova,4,63000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1650000,16,12600.0,0.061737677527151216,0.09193548387096773,252000,353685.4,Mid,Mass Market,Toyota_Innova
Maruti Swift Dzire,Maruti,Swift Dzire,4,60000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,600000,16,12000.0,0.05926341072858286,0.3785657158091176,240000,92376.95999999999,Small,Mass Market,Maruti_Swift Dzire
Mercedes-Benz CLS,Mercedes-Benz,CLS,5,4800,Dealer,Diesel,Automatic,19.4,2143,204.0,4,4100000,25,800.0,0.09514925373134328,0.0946341463414634,24000,437172.0,Mid,Luxury,Mercedes-Benz_CLS
BMW X1,BMW,X1,4,22000,Individual,Diesel,Automatic,20.68,1995,188.0,5,2500000,16,4400.0,0.09418837675350701,0.10941798941798941,88000,375060.0,Mid,Luxury,BMW_X1
Hyundai i20,Hyundai,i20,5,51334,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000,25,8555.666666666666,0.06830550918196995,0.22455632017385008,256670,97950.51,Small,Mass Market,Hyundai_i20
Hyundai i10,Hyundai,i10,9,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,240000,81,5000.0,0.06585976627712856,0.2548185231539424,450000,94443.3,Small,Mass Market,Hyundai_i10
Maruti Wagon R,Maruti,Wagon R,5,46613,Trustmark Dealer,Petrol,Manual,20.51,998,67.04,5,345000,25,7768.833333333333,0.06710710710710711,0.301440329218107,233065,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,40000,Dealer,Diesel,Automatic,17.9,2143,170.0,5,3350000,25,6666.666666666667,0.07929104477611941,0.10467836257309941,200000,364310.0,Mid,Luxury,Mercedes-Benz_GL-Class
Hyundai Grand,Hyundai,Grand,4,21000,Dealer,Diesel,Manual,24.0,1186,73.97,5,455000,16,4200.0,0.0623167649536647,0.3201280512204882,84000,87728.42,Small,Mass Market,Hyundai_Grand
Maruti Baleno,Maruti,Baleno,3,19000,Dealer,Petrol,Manual,21.01,1197,81.8,5,585000,9,4750.0,0.0682804674457429,0.25374396135265703,57000,97914.59999999999,Small,Mass Market,Maruti_Baleno
Hyundai Grand,Hyundai,Grand,6,41000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,540000,36,5857.142857142857,0.06844741235392321,0.22771084337349395,246000,98154.0,Small,Mass Market,Hyundai_Grand
Honda City,Honda,City,13,100000,Individual,Petrol,Manual,17.7,1497,78.0,5,200000,169,7142.857142857143,0.0520694259012016,0.2240506329113924,1300000,116766.0,Small,Mass Market,Honda_City
Honda Amaze,Honda,Amaze,7,49000,Dealer,Petrol,Manual,18.0,1198,86.7,5,395000,49,6125.0,0.07231025854879067,0.20524515393386544,343000,103866.6,Small,Mass Market,Honda_Amaze
Honda Jazz,Honda,Jazz,4,42000,Dealer,Petrol,Manual,18.7,1199,88.7,5,590000,16,8400.0,0.07391666666666667,0.2084726867335563,168000,106351.3,Small,Mass Market,Honda_Jazz
Maruti Baleno,Maruti,Baleno,3,4000,Dealer,Petrol,Manual,21.4,1197,83.1,5,680000,9,1000.0,0.06936560934891485,0.2544589774078478,12000,99470.7,Small,Mass Market,Maruti_Baleno
Tata Tigor,Tata,Tigor,3,40000,Individual,Diesel,Manual,24.7,1047,69.0,5,650000,9,10000.0,0.06583969465648855,0.35285714285714287,120000,72243.0,Small,Mass Market,Tata_Tigor
Hyundai Grand,Hyundai,Grand,7,29000,Dealer,Petrol,Manual,18.9,1197,82.0,5,375000,49,3625.0,0.06844741235392321,0.22771084337349395,203000,98154.0,Small,Mass Market,Hyundai_Grand
Maruti Eeco,Maruti,Eeco,2,28500,Individual,CNG,Manual,21.94,1196,61.7,5,410000,4,9500.0,0.051545530492898915,0.3499202551834131,57000,73793.2,Small,Mass Market,Maruti_Eeco
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,82000,Dealer,Diesel,Automatic,11.78,2143,167.62,5,1425000,49,10250.0,0.07818097014925374,0.06986122642628395,574000,359209.66000000003,Mid,Luxury,Mercedes-Benz_C-Class
Jeep Compass,Jeep,Compass,3,34000,Dealer,Petrol,Automatic,16.0,1368,160.0,5,1450000,9,8500.0,0.1168736303871439,0.09937888198757763,102000,218880.0,Small,Mass Market,Jeep_Compass
Hyundai Creta,Hyundai,Creta,5,30000,Dealer,Petrol,Manual,13.0,1591,121.3,5,890000,25,5000.0,0.07619346733668342,0.10629599345870809,150000,192988.3,Mid,Mass Market,Hyundai_Creta
Honda Jazz,Honda,Jazz,4,34633,Dealer,Petrol,Automatic,18.2,1199,88.7,5,625000,16,6926.6,0.07391666666666667,0.20289855072463767,138532,106351.3,Small,Mass Market,Honda_Jazz
Maruti Swift Dzire,Maruti,Swift Dzire,4,63452,Dealer,Diesel,Automatic,28.4,1248,74.02,5,695000,16,12690.4,0.05926341072858286,0.3785657158091176,253808,92376.95999999999,Small,Mass Market,Maruti_Swift Dzire
Porsche Macan,Porsche,Macan,4,34000,Dealer,Petrol,Automatic,13.6,1984,249.0,5,5975000,16,6800.0,0.12544080604534005,0.0544,136000,494016.0,Mid,Luxury,Porsche_Macan
Maruti Wagon R,Maruti,Wagon R,5,37208,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,365000,25,6201.333333333333,0.06710710710710711,0.49294532627865956,186040,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Tata Safari,Tata,Safari,6,80000,Dealer,Diesel,Manual,14.1,2179,147.94,5,675000,36,11428.57142857143,0.06786238532110092,0.09466899422586277,480000,322361.26,Mid,Mass Market,Tata_Safari
Hyundai i20,Hyundai,i20,3,43000,Dealer,Petrol,Manual,18.6,1197,81.83,5,595000,9,10750.0,0.06830550918196995,0.22455632017385008,129000,97950.51,Small,Mass Market,Hyundai_i20
Honda City,Honda,City,9,78000,Dealer,Petrol,Automatic,15.6,1497,116.3,5,475000,81,7800.0,0.07763684913217624,0.1329923273657289,702000,174101.1,Small,Mass Market,Honda_City
Toyota Camry,Toyota,Camry,6,65000,Dealer,Petrol,Automatic,19.16,2494,158.2,5,1699000,36,9285.714285714286,0.0634068136272545,0.12035175879396987,390000,394550.8,Mid,Mass Market,Toyota_Camry
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,11,48000,Dealer,Petrol,Manual,11.2,2497,203.0,5,1050000,121,4000.0,0.08126501200960769,0.054901960784313725,528000,506891.0,Mid,Luxury,Mercedes-Benz_E-Class
Maruti Swift,Maruti,Swift,3,30000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,650000,9,7500.0,0.0682804674457429,0.26570048309178745,90000,97914.59999999999,Small,Mass Market,Maruti_Swift
Maruti Alto,Maruti,Alto,9,42489,Trustmark Dealer,Petrol,Manual,20.92,998,67.1,5,235000,81,4248.9,0.06716716716716715,0.3071953010279002,382401,66965.79999999999,Small,Mass Market,Maruti_Alto
Hyundai Verna,Hyundai,Verna,7,47000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,545000,49,5875.0,0.07979785217940619,0.175306314797361,329000,199838.24,Mid,Mass Market,Hyundai_Verna
Hyundai Santro,Hyundai,Santro,12,20000,Dealer,Petrol,Manual,17.92,1086,62.1,5,165000,144,1538.4615384615386,0.05712971481140754,0.2839936608557845,240000,67440.6,Small,Mass Market,Hyundai_Santro
Maruti Wagon R,Maruti,Wagon R,6,56931,Dealer,Petrol,Manual,20.51,998,67.04,5,320000,36,8133.0,0.06710710710710711,0.301440329218107,341586,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Skoda Rapid,Skoda,Rapid,5,49000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,595000,25,8166.666666666667,0.06905937291527685,0.20723306544202066,245000,155072.96,Small,Mass Market,Skoda_Rapid
Hyundai Santro,Hyundai,Santro,12,36000,Individual,Petrol,Manual,17.92,1086,62.1,5,127000,144,2769.230769230769,0.05712971481140754,0.2839936608557845,432000,67440.6,Small,Mass Market,Hyundai_Santro
Mahindra Scorpio,Mahindra,Scorpio,5,64312,Dealer,Diesel,Manual,15.4,2179,120.0,7,825000,25,10718.666666666666,0.05504587155963303,0.1272727272727273,321560,261480.0,Mid,Mass Market,Mahindra_Scorpio
Hyundai Creta,Hyundai,Creta,3,73249,Dealer,Diesel,Manual,21.38,1396,88.7,5,865000,9,18312.25,0.06349319971367216,0.23835005574136006,219747,123825.2,Small,Mass Market,Hyundai_Creta
Hyundai i10,Hyundai,i10,10,190000,Individual,Petrol,Manual,19.81,1086,68.05,5,150000,100,17272.727272727272,0.06260349586016559,0.28689355539464156,1900000,73902.3,Small,Mass Market,Hyundai_i10
Maruti Celerio,Maruti,Celerio,6,34000,Dealer,Petrol,Manual,23.1,998,67.04,5,365000,36,4857.142857142857,0.06710710710710711,0.3395061728395062,204000,66905.92000000001,Small,Mass Market,Maruti_Celerio
Toyota Camry,Toyota,Camry,7,56000,Dealer,Petrol,Automatic,12.1,2362,164.7,5,1099000,49,7000.0,0.069699534490055,0.07302353651176825,392000,389021.39999999997,Mid,Mass Market,Toyota_Camry
Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,300000,49,6250.0,0.06710710710710711,0.301440329218107,350000,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Maruti Eeco,Maruti,Eeco,2,10000,Individual,Petrol,Manual,15.37,1196,73.0,5,415000,4,3333.3333333333335,0.06098579782790309,0.2077027027027027,20000,87308.0,Small,Mass Market,Maruti_Eeco
Maruti Vitara,Maruti,Vitara,4,60000,Individual,Diesel,Manual,24.3,1248,88.5,5,780000,16,12000.0,0.07085668534827862,0.27150837988826815,240000,110448.0,Small,Mass Market,Maruti_Vitara
Maruti Swift Dzire,Maruti,Swift Dzire,6,52000,Dealer,Petrol,Manual,17.5,1197,85.8,5,425000,36,7428.571428571428,0.07161936560934891,0.20161290322580647,312000,102702.59999999999,Small,Mass Market,Maruti_Swift Dzire
Toyota Camry,Toyota,Camry,5,87000,Dealer,Petrol,Automatic,19.16,2494,158.2,5,1995000,25,14500.0,0.0634068136272545,0.12035175879396987,435000,394550.8,Mid,Mass Market,Toyota_Camry
Maruti Wagon R,Maruti,Wagon R,6,33000,Dealer,Petrol,Automatic,20.51,998,67.04,5,425000,36,4714.285714285715,0.06710710710710711,0.301440329218107,198000,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Hyundai Grand,Hyundai,Grand,3,22000,Dealer,Petrol,Manual,18.9,1197,81.86,5,475000,9,5500.0,0.068330550918197,0.2280955829109341,66000,97986.42,Small,Mass Market,Hyundai_Grand
Maruti Vitara,Maruti,Vitara,3,29000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,895000,9,7250.0,0.07085668534827862,0.27150837988826815,87000,110448.0,Small,Mass Market,Maruti_Vitara
MG Hector,MG,Hector,2,4100,Dealer,Petrol,Automatic,13.96,1451,141.0,5,1865000,4,1366.6666666666667,0.09710743801652892,0.09830985915492958,8200,204591.0,Small,Mass Market,MG_Hector
Hyundai i20,Hyundai,i20,4,39000,Dealer,Petrol,Manual,18.6,1197,81.86,5,590000,16,7800.0,0.068330550918197,0.22447501810282405,156000,97986.42,Small,Mass Market,Hyundai_i20
Toyota Innova,Toyota,Innova,5,18000,Dealer,Petrol,Manual,11.25,2694,163.7,7,1475000,25,3000.0,0.06074211502782931,0.06830601092896176,90000,441007.8,Large,Mass Market,Toyota_Innova
BMW X5,BMW,X5,5,40000,Dealer,Diesel,Automatic,15.97,2993,258.0,5,4200000,25,6666.666666666667,0.08617234468937876,0.061660231660231664,200000,772194.0,Large,Luxury,BMW_X5
Maruti Ertiga,Maruti,Ertiga,9,58000,Dealer,Diesel,Manual,20.77,1248,88.76,7,395000,81,5800.0,0.07106485188150521,0.23139483065953653,522000,110772.48000000001,Small,Mass Market,Maruti_Ertiga
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,7,20001,Dealer,Diesel,Automatic,13.5,2987,282.0,5,5500000,49,2500.125,0.09437751004016064,0.04770318021201413,140007,842334.0,Large,Luxury,Mercedes-Benz_S-Class
Ford Figo,Ford,Figo,7,60000,Individual,Petrol,Manual,15.6,1196,70.02,5,175000,49,7500.0,0.058496240601503754,0.2196564348070966,420000,83743.92,Small,Mass Market,Ford_Figo
Honda Amaze,Honda,Amaze,6,60500,Dealer,Petrol,Manual,18.0,1198,86.7,5,444000,36,8642.857142857143,0.07231025854879067,0.20524515393386544,363000,103866.6,Small,Mass Market,Honda_Amaze
Audi A4,Audi,A4,8,79000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1210000,64,8777.777777777777,0.08853732859319452,0.09758740660468829,632000,343081.44,Mid,Luxury,Audi_A4
Honda City,Honda,City,10,60000,Individual,Petrol,Manual,17.0,1497,118.0,5,352000,100,5454.545454545455,0.0787716955941255,0.14285714285714285,600000,176646.0,Small,Mass Market,Honda_City
Hyundai i10,Hyundai,i10,12,49100,Individual,Petrol,Manual,20.36,1197,78.9,5,180000,144,3776.923076923077,0.06585976627712856,0.2548185231539424,589200,94443.3,Small,Mass Market,Hyundai_i10
Mercedes-Benz GLS,Mercedes-Benz,GLS,4,29000,Dealer,Diesel,Automatic,11.0,2987,258.0,7,6199000,16,5800.0,0.08634538152610442,0.04247104247104247,116000,770646.0,Large,Luxury,Mercedes-Benz_GLS
Toyota Innova,Toyota,Innova,4,67000,Individual,Diesel,Automatic,11.36,2755,171.5,8,1480000,16,13400.0,0.06222786647314949,0.06585507246376811,268000,472482.5,Large,Mass Market,Toyota_Innova
Honda Civic,Honda,Civic,11,80000,Dealer,Petrol,Manual,14.8,1799,130.2,5,285000,121,6666.666666666667,0.07233333333333333,0.1128048780487805,880000,234229.8,Mid,Mass Market,Honda_Civic
